Age,Workclass, Final Weight, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours Work per Week, Income
28.0,4,183151.0,2.0,7.0,3.0,6,1.0,2,0.0,7688.0,0.0,40.0,2.0
40.0,4,198790.0,2.0,7.0,3.0,7,1.0,2,0.0,0.0,0.0,30.0,1.0
33.0,6,272359.0,10.0,13.0,3.0,12,1.0,2,0.0,7298.0,0.0,80.0,2.0
27.0,4,236481.0,15.0,15.0,5.0,10,2.0,4,0.0,0.0,0.0,10.0,1.0
55.0,4,143266.0,12.0,9.0,1.0,1,5.0,2,0.0,0.0,0.0,25.0,1.0
53.0,4,192386.0,12.0,9.0,6.0,14,5.0,2,0.0,0.0,0.0,45.0,1.0
23.0,4,99543.0,3.0,8.0,5.0,14,2.0,2,0.0,0.0,0.0,46.0,1.0
66.0,4,169435.0,12.0,9.0,7.0,3,2.0,2,0.0,0.0,0.0,16.0,1.0
34.0,6,34572.0,9.0,11.0,3.0,4,1.0,2,0.0,0.0,0.0,60.0,2.0
39.0,4,119272.0,1.0,6.0,1.0,14,2.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,211601.0,16.0,10.0,5.0,1,4.0,1,1.0,0.0,0.0,40.0,1.0
26.0,4,154785.0,16.0,10.0,4.0,1,4.0, Other,1.0,0.0,0.0,35.0,1.0
21.0,4,213041.0,12.0,9.0,5.0,1,4.0,2,1.0,0.0,0.0,40.0,1.0
59.0,4,229939.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,40.0,1.0
61.0,4,175331.0,1.0,6.0,3.0,14,1.0,2,0.0,0.0,0.0,40.0,1.0
30.0,4,226443.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,50.0,2.0
22.0,4,46561.0,9.0,11.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
47.0,4,161311.0,12.0,9.0,1.0,7,5.0,2,1.0,0.0,0.0,30.0,1.0
50.0,4,98215.0,12.0,9.0,1.0,8,2.0,2,0.0,0.0,0.0,40.0,1.0
67.0,4,118363.0,10.0,13.0,1.0,4,2.0,2,1.0,0.0,2206.0,5.0,1.0
59.0,2,181242.0,1.0,6.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
35.0,4,356238.0,8.0,12.0,5.0,8,2.0,2,1.0,0.0,0.0,80.0,2.0
56.0,6,39380.0,16.0,10.0,4.0,5,2.0,2,1.0,27828.0,0.0,20.0,2.0
28.0,4,315287.0,12.0,9.0,5.0,1,3.0,1,0.0,0.0,0.0,40.0,1.0
34.0,4,269723.0,12.0,9.0,1.0,4,5.0,2,1.0,2977.0,0.0,50.0,1.0
63.0,4,34098.0,1.0,6.0,7.0,5,5.0,2,1.0,0.0,0.0,56.0,1.0
48.0,4,50880.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
41.0,1,356934.0,16.0,10.0,3.0,10,1.0,2,0.0,0.0,0.0,44.0,2.0
26.0,4,276309.0,16.0,10.0,5.0,6,4.0,1,1.0,0.0,0.0,20.0,1.0
47.0,4,175925.0,1.0,6.0,3.0,12,1.0,2,0.0,0.0,2179.0,52.0,1.0
29.0,6,164607.0,9.0,11.0,3.0,5,1.0,2,0.0,0.0,0.0,50.0,1.0
30.0,4,224462.0,12.0,9.0,5.0,6,4.0,2,0.0,0.0,0.0,40.0,1.0
19.0,4,92863.0,12.0,9.0,5.0,12,4.0,2,0.0,0.0,0.0,20.0,1.0
27.0,4,179565.0,10.0,13.0,5.0,1,2.0,2,1.0,0.0,0.0,37.0,1.0
59.0,6,31137.0,12.0,9.0,3.0,5,1.0,2,0.0,0.0,0.0,70.0,1.0
19.0,4,199495.0,12.0,9.0,5.0,3,4.0,2,0.0,0.0,0.0,40.0,1.0
45.0,4,175262.0,7.0,5.0,3.0,6,1.0,4,0.0,0.0,0.0,40.0,1.0
37.0,4,220585.0,12.0,9.0,5.0,1,2.0,2,0.0,0.0,0.0,40.0,1.0
44.0,2,231793.0,11.0,16.0,4.0,10,5.0,2,1.0,0.0,0.0,38.0,1.0
34.0,1,191342.0,10.0,13.0,3.0,1,1.0,4,0.0,0.0,0.0,38.0,1.0
30.0,4,186420.0,10.0,13.0,5.0,13,2.0,2,1.0,0.0,0.0,35.0,1.0
30.0,4,328242.0,10.0,13.0,3.0,4,1.0,4,0.0,0.0,0.0,40.0,2.0
56.0,4,279340.0,2.0,7.0,6.0,8,2.0,1,1.0,0.0,0.0,40.0,1.0
19.0,4,174478.0,12.0,9.0,5.0,8,4.0,2,1.0,0.0,0.0,40.0,1.0
37.0,4,151771.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
45.0,4,145636.0,13.0,14.0,3.0,4,1.0,2,0.0,0.0,1977.0,43.0,2.0
21.0,4,120326.0,16.0,10.0,5.0,1,4.0,2,1.0,0.0,0.0,40.0,1.0
34.0,6,246439.0,12.0,9.0,3.0,5,1.0,2,0.0,0.0,0.0,45.0,1.0
27.0,4,144133.0,10.0,13.0,3.0,4,3.0,2,0.0,0.0,0.0,50.0,1.0
44.0,2,145522.0,13.0,14.0,5.0,10,2.0,2,1.0,0.0,0.0,40.0,1.0
33.0,4,312055.0,10.0,13.0,5.0,4,2.0,2,0.0,0.0,0.0,40.0,1.0
32.0,4,235847.0,16.0,10.0,5.0,4,3.0,2,1.0,0.0,0.0,50.0,1.0
37.0,4,187748.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
26.0,4,396482.0,10.0,13.0,5.0,12,2.0,2,1.0,0.0,0.0,48.0,1.0
49.0,4,261688.0,12.0,9.0,3.0,3,1.0,2,0.0,5013.0,0.0,60.0,1.0
20.0,4,39477.0,16.0,10.0,5.0,10,2.0,2,1.0,0.0,0.0,30.0,1.0
37.0,4,143058.0,16.0,10.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
22.0,4,216867.0,5.0,3.0,3.0,3,1.0,2,0.0,0.0,0.0,48.0,1.0
44.0,4,230592.0,10.0,13.0,5.0,13,2.0,2,0.0,0.0,0.0,35.0,1.0
30.0,2,40338.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
55.0,2,115457.0,12.0,9.0,3.0,8,1.0,2,0.0,0.0,0.0,40.0,1.0
36.0,4,374983.0,2.0,7.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
29.0,4,285419.0,3.0,8.0,5.0,13,2.0,2,0.0,0.0,0.0,40.0,1.0
19.0,?,385901.0,16.0,10.0,5.0, ?,4.0,2,0.0,0.0,0.0,22.0,1.0
45.0,7,187581.0,9.0,11.0,3.0,11,1.0,2,0.0,0.0,0.0,40.0,1.0
38.0,5,299036.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,55.0,2.0
42.0,4,68729.0,16.0,10.0,5.0,3,2.0,4,0.0,0.0,0.0,40.0,1.0
27.0,4,333990.0,9.0,11.0,5.0,4,4.0,2,1.0,0.0,0.0,40.0,1.0
20.0,4,117767.0,16.0,10.0,5.0,1,4.0,2,0.0,0.0,0.0,25.0,1.0
43.0,4,184378.0,10.0,13.0,3.0,10,1.0,2,0.0,0.0,0.0,35.0,1.0
21.0,4,232591.0,12.0,9.0,5.0,1,4.0,2,0.0,0.0,0.0,40.0,1.0
33.0,4,143851.0,10.0,13.0,5.0,10,2.0,2,1.0,0.0,0.0,40.0,1.0
36.0,6,89622.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,80.0,2.0
34.0,4,202498.0,3.0,8.0,3.0,8,1.0,2,0.0,0.0,0.0,40.0,1.0
72.0,4,268861.0,6.0,4.0,7.0,8,2.0,2,1.0,0.0,0.0,99.0,1.0
54.0,4,343242.0,16.0,10.0,3.0,4,1.0,2,0.0,0.0,0.0,44.0,2.0
30.0,4,460408.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
63.0,4,205246.0,12.0,9.0,3.0,7,1.0,1,0.0,0.0,0.0,40.0,1.0
36.0,4,230329.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,50.0,2.0
25.0,4,197871.0,10.0,13.0,5.0,4,2.0,2,0.0,0.0,0.0,50.0,1.0
72.0,?,201375.0,8.0,12.0,7.0, ?,2.0,2,1.0,0.0,0.0,40.0,1.0
55.0,4,194290.0,12.0,9.0,1.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
44.0,4,191814.0,16.0,10.0,3.0,10,1.0,2,0.0,0.0,0.0,45.0,2.0
41.0,4,95168.0,12.0,9.0,5.0,7,5.0,1,1.0,0.0,0.0,40.0,1.0
20.0,?,137876.0,16.0,10.0,5.0, ?,4.0,2,0.0,0.0,0.0,40.0,1.0
47.0,4,386136.0,8.0,12.0,3.0,10,1.0,2,0.0,0.0,0.0,40.0,2.0
71.0,?,108390.0,16.0,10.0,3.0, ?,1.0,2,0.0,3432.0,0.0,20.0,1.0
41.0,4,152529.0,10.0,13.0,5.0,10,2.0,2,0.0,0.0,0.0,40.0,2.0
35.0,4,214891.0,12.0,9.0,3.0,14,1.0, Other,0.0,0.0,0.0,40.0,1.0
18.0,4,133654.0,12.0,9.0,5.0,1,4.0,2,1.0,0.0,0.0,40.0,1.0
23.0,4,147548.0,12.0,9.0,1.0,8,5.0,2,1.0,0.0,0.0,30.0,1.0
57.0,4,73051.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,1.0
56.0,6,60166.0,4.0,2.0,5.0,4,2.0,3,0.0,0.0,0.0,65.0,1.0
25.0,5,454934.0,16.0,10.0,5.0,12,4.0,2,1.0,0.0,0.0,35.0,1.0
64.0,?,338355.0,9.0,11.0,3.0, ?,6.0,2,1.0,0.0,0.0,15.0,1.0
35.0,6,185621.0,10.0,13.0,5.0,10,4.0,2,1.0,0.0,0.0,40.0,1.0
61.0,4,101500.0,9.0,11.0,3.0,1,1.0,2,0.0,0.0,0.0,40.0,1.0
36.0,7,36397.0,10.0,13.0,1.0,10,2.0,2,1.0,0.0,0.0,55.0,1.0
18.0,4,276540.0,3.0,8.0,5.0,12,4.0,1,1.0,0.0,0.0,15.0,1.0
21.0,4,293968.0,16.0,10.0,4.0,12,4.0,1,1.0,0.0,0.0,20.0,1.0
43.0,?,35523.0,8.0,12.0,1.0, ?,2.0,2,1.0,0.0,0.0,35.0,1.0
32.0,2,186993.0,12.0,9.0,3.0,14,1.0,2,0.0,0.0,0.0,40.0,1.0
52.0,4,232132.0,3.0,8.0,3.0,7,1.0,2,0.0,0.0,0.0,45.0,2.0
48.0,4,176917.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,55.0,1.0
40.0,4,105936.0,10.0,13.0,1.0,10,2.0,2,1.0,0.0,0.0,40.0,1.0
35.0,4,105821.0,12.0,9.0,3.0,4,1.0,2,0.0,5178.0,0.0,40.0,2.0
22.0,?,34506.0,16.0,10.0,6.0, ?,5.0,2,1.0,0.0,0.0,25.0,1.0
42.0,4,178074.0,12.0,9.0,1.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
60.0,?,116961.0,6.0,4.0,7.0, ?,5.0,2,1.0,0.0,0.0,20.0,1.0
34.0,4,191930.0,16.0,10.0,3.0,7,1.0,1,0.0,0.0,0.0,40.0,1.0
27.0,4,130807.0,8.0,12.0,3.0,13,1.0,2,0.0,0.0,0.0,40.0,1.0
47.0,6,94100.0,10.0,13.0,5.0,5,2.0,2,0.0,0.0,0.0,65.0,1.0
65.0,6,144822.0,7.0,5.0,3.0,3,1.0,2,0.0,0.0,0.0,45.0,1.0
61.0,5,102191.0,13.0,14.0,7.0,4,5.0,2,1.0,0.0,0.0,99.0,1.0
18.0,4,90934.0,16.0,10.0,5.0,12,4.0,2,0.0,0.0,0.0,28.0,1.0
49.0,?,296892.0,12.0,9.0,3.0, ?,1.0,2,0.0,0.0,0.0,40.0,1.0
48.0,4,173243.0,11.0,16.0,3.0,10,1.0,2,0.0,0.0,0.0,45.0,2.0
26.0,4,258768.0,16.0,10.0,5.0,14,2.0,1,0.0,2174.0,0.0,75.0,1.0
30.0,4,189759.0,10.0,13.0,5.0,12,2.0,2,0.0,0.0,0.0,40.0,1.0
68.0,6,69249.0,12.0,9.0,3.0,5,1.0,2,0.0,0.0,0.0,50.0,2.0
23.0,4,133061.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,80.0,1.0
65.0,6,175202.0,12.0,9.0,3.0,4,1.0,2,0.0,0.0,0.0,24.0,1.0
32.0,4,27051.0,10.0,13.0,3.0,1,1.0,2,0.0,0.0,0.0,44.0,1.0
44.0,4,60414.0,13.0,14.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,2.0
48.0,2,317360.0,13.0,14.0,3.0,10,6.0,2,1.0,0.0,0.0,40.0,2.0
24.0,4,258298.0,9.0,11.0,5.0,13,2.0,2,0.0,0.0,0.0,45.0,1.0
58.0,4,174040.0,16.0,10.0,5.0,5,2.0,2,0.0,0.0,0.0,40.0,1.0
32.0,2,177566.0,16.0,10.0,4.0,10,2.0,2,0.0,0.0,0.0,50.0,1.0
54.0,4,162238.0,13.0,14.0,1.0,4,2.0,2,0.0,0.0,0.0,50.0,2.0
35.0,4,87556.0,13.0,14.0,5.0,10,2.0,2,0.0,0.0,0.0,45.0,2.0
35.0,4,144322.0,8.0,12.0,1.0,4,2.0,2,1.0,0.0,0.0,50.0,1.0
24.0,4,190015.0,12.0,9.0,5.0,12,4.0,2,0.0,0.0,0.0,40.0,1.0
50.0,4,183173.0,12.0,9.0,3.0,10,1.0,2,0.0,99999.0,0.0,40.0,2.0
38.0,6,151322.0,12.0,9.0,6.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
57.0,2,47392.0,12.0,9.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,2.0
38.0,4,107125.0,16.0,10.0,5.0,12,2.0,2,0.0,0.0,0.0,60.0,1.0
49.0,4,265295.0,12.0,9.0,5.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
25.0,4,189219.0,10.0,13.0,5.0,13,4.0,2,1.0,0.0,0.0,16.0,1.0
56.0,4,147989.0,16.0,10.0,4.0,14,2.0,2,0.0,0.0,0.0,40.0,1.0
32.0,4,185732.0,2.0,7.0,1.0,8,5.0,2,1.0,0.0,0.0,40.0,1.0
22.0,4,153516.0,10.0,13.0,5.0,10,2.0,2,0.0,0.0,0.0,40.0,1.0
23.0,?,191910.0,16.0,10.0,5.0, ?,3.0,2,0.0,0.0,0.0,40.0,1.0
33.0,4,216145.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
42.0,4,202872.0,16.0,10.0,1.0,1,5.0,2,1.0,0.0,0.0,12.0,1.0
62.0,6,39630.0,12.0,9.0,3.0,14,1.0,2,0.0,0.0,0.0,48.0,1.0
24.0,?,114292.0,7.0,5.0,5.0, ?,4.0,2,0.0,0.0,0.0,40.0,1.0
26.0,2,206721.0,10.0,13.0,5.0,11,4.0,2,0.0,0.0,0.0,40.0,1.0
46.0,4,358585.0,16.0,10.0,1.0,3,5.0,2,0.0,0.0,0.0,40.0,2.0
33.0,4,377283.0,10.0,13.0,6.0,12,2.0,2,1.0,0.0,0.0,50.0,2.0
65.0,?,76043.0,12.0,9.0,3.0, ?,1.0,2,0.0,0.0,0.0,1.0,2.0
65.0,8,172949.0,12.0,9.0,3.0,14,1.0,2,0.0,2414.0,0.0,20.0,1.0
46.0,4,110171.0,16.0,10.0,3.0,3,1.0,2,0.0,7688.0,0.0,40.0,2.0
43.0,2,223861.0,9.0,11.0,1.0,4,2.0,2,1.0,0.0,0.0,40.0,1.0
43.0,4,163455.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
35.0,4,183892.0,1.0,6.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
48.0,4,47022.0,12.0,9.0,7.0,6,3.0,2,1.0,0.0,0.0,48.0,1.0
55.0,1,145401.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,2.0
45.0,4,387074.0,9.0,11.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
56.0,4,105363.0,10.0,13.0,3.0,4,1.0,2,0.0,4508.0,0.0,40.0,1.0
59.0,1,195467.0,13.0,14.0,5.0,4,2.0,2,0.0,0.0,0.0,40.0,1.0
56.0,2,170217.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,156807.0,12.0,9.0,5.0,8,4.0,1,0.0,0.0,0.0,10.0,1.0
26.0,4,255193.0,2.0,7.0,3.0,4,1.0,2,0.0,3411.0,0.0,40.0,1.0
38.0,4,273640.0,12.0,9.0,5.0,8,5.0,2,1.0,0.0,0.0,40.0,1.0
27.0,4,191177.0,16.0,10.0,5.0,1,4.0,2,1.0,0.0,0.0,40.0,1.0
48.0,5,184787.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,50.0,2.0
37.0,7,239409.0,13.0,14.0,3.0,10,1.0,2,0.0,0.0,0.0,60.0,2.0
63.0,6,404547.0,12.0,9.0,3.0,3,1.0,2,0.0,0.0,0.0,30.0,1.0
27.0,7,23740.0,12.0,9.0,5.0,14,2.0,3,0.0,0.0,0.0,38.0,2.0
20.0,4,382153.0,16.0,10.0,5.0,12,4.0,2,0.0,0.0,0.0,25.0,1.0
26.0,4,164488.0,13.0,14.0,3.0,10,1.0,2,0.0,0.0,1887.0,40.0,2.0
21.0,?,228424.0,1.0,6.0,5.0, ?,4.0,1,0.0,0.0,0.0,40.0,1.0
51.0,6,168539.0,8.0,12.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,1.0
28.0,4,189530.0,8.0,12.0,3.0,10,1.0,2,0.0,0.0,0.0,40.0,2.0
39.0,4,89419.0,9.0,11.0,1.0,8,2.0,3,1.0,0.0,0.0,40.0,1.0
35.0,4,224512.0,13.0,14.0,3.0,12,1.0,2,0.0,0.0,0.0,55.0,2.0
21.0,?,314645.0,16.0,10.0,5.0, ?,2.0,2,1.0,0.0,0.0,43.0,1.0
65.0,4,85787.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
54.0,2,279881.0,9.0,11.0,3.0,14,1.0,1,0.0,0.0,0.0,40.0,1.0
39.0,4,194287.0,6.0,4.0,5.0,8,4.0,2,0.0,0.0,1602.0,35.0,1.0
24.0,4,141040.0,16.0,10.0,5.0,1,4.0,1,1.0,0.0,0.0,40.0,1.0
36.0,4,222294.0,10.0,13.0,5.0,4,2.0,4,1.0,0.0,0.0,40.0,1.0
70.0,?,410980.0,16.0,10.0,3.0, ?,1.0,2,0.0,0.0,0.0,10.0,2.0
52.0,4,38795.0,12.0,9.0,1.0,3,2.0,2,0.0,0.0,0.0,40.0,2.0
64.0,4,182979.0,12.0,9.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
43.0,4,223277.0,16.0,10.0,1.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
44.0,4,67065.0,9.0,11.0,5.0,9,2.0,2,0.0,594.0,0.0,25.0,1.0
47.0,1,160647.0,12.0,9.0,6.0,1,5.0,2,1.0,0.0,0.0,40.0,1.0
32.0,4,45796.0,3.0,8.0,3.0,6,1.0,2,0.0,0.0,0.0,40.0,1.0
20.0,4,110597.0,16.0,10.0,5.0,12,4.0,2,1.0,0.0,0.0,30.0,1.0
33.0,4,166961.0,16.0,10.0,5.0,1,2.0,2,1.0,0.0,0.0,38.0,1.0
52.0,4,318975.0,12.0,9.0,1.0,1,5.0,2,1.0,0.0,0.0,40.0,1.0
49.0,4,305657.0,6.0,4.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
31.0,4,120857.0,12.0,9.0,3.0,12,6.0,2,1.0,0.0,0.0,18.0,1.0
62.0,6,158712.0,12.0,9.0,5.0,8,5.0,2,1.0,0.0,0.0,6.0,1.0
44.0,4,304530.0,16.0,10.0,1.0,3,2.0,2,0.0,0.0,0.0,55.0,1.0
28.0,2,327533.0,12.0,9.0,3.0,11,1.0,2,0.0,3908.0,0.0,40.0,1.0
68.0,2,233954.0,13.0,14.0,7.0,10,5.0,1,1.0,0.0,0.0,40.0,2.0
40.0,1,26880.0,16.0,10.0,5.0,1,5.0,2,1.0,0.0,0.0,40.0,1.0
46.0,4,70754.0,6.0,4.0,5.0,6,2.0,2,0.0,0.0,0.0,50.0,1.0
22.0,4,184665.0,12.0,9.0,5.0,7,4.0,2,1.0,0.0,0.0,40.0,1.0
37.0,6,245372.0,10.0,13.0,1.0,13,2.0,2,0.0,0.0,0.0,15.0,1.0
62.0,4,252668.0,13.0,14.0,5.0,10,2.0,2,0.0,0.0,0.0,70.0,1.0
37.0,4,86551.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,50.0,2.0
35.0,4,241998.0,12.0,9.0,5.0,12,2.0,2,0.0,4787.0,0.0,40.0,2.0
44.0,4,106900.0,12.0,9.0,3.0,12,1.0,2,0.0,0.0,0.0,68.0,1.0
41.0,4,204235.0,9.0,11.0,3.0,12,1.0,2,0.0,0.0,0.0,40.0,2.0
36.0,2,127772.0,10.0,13.0,1.0,10,5.0,2,0.0,0.0,0.0,40.0,1.0
26.0,4,117217.0,10.0,13.0,1.0,8,2.0,2,1.0,0.0,0.0,45.0,1.0
48.0,1,215389.0,12.0,9.0,3.0,14,1.0,1,0.0,0.0,0.0,40.0,2.0
21.0,4,198050.0,12.0,9.0,5.0,8,2.0,2,1.0,0.0,0.0,28.0,1.0
39.0,4,173476.0,15.0,15.0,3.0,3,1.0,2,0.0,7688.0,0.0,40.0,2.0
38.0,4,217349.0,9.0,11.0,1.0,10,2.0,2,1.0,14344.0,0.0,40.0,2.0
44.0,4,377018.0,9.0,11.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,2.0
56.0,4,99894.0,1.0,6.0,3.0,12,6.0,4,1.0,0.0,0.0,30.0,2.0
25.0,4,170786.0,7.0,5.0,5.0,14,3.0,2,0.0,0.0,0.0,40.0,1.0
32.0,2,250585.0,10.0,13.0,5.0,10,2.0,2,1.0,0.0,0.0,50.0,1.0
47.0,4,198769.0,16.0,10.0,5.0,1,2.0,2,1.0,0.0,0.0,40.0,2.0
26.0,4,306513.0,16.0,10.0,5.0,6,4.0,2,0.0,0.0,0.0,40.0,1.0
31.0,4,178623.0,10.0,13.0,5.0,10,2.0,1,1.0,14084.0,0.0,60.0,2.0
23.0,4,109307.0,9.0,11.0,5.0,4,4.0,2,0.0,0.0,0.0,40.0,1.0
41.0,1,106982.0,16.0,10.0,1.0,10,5.0,2,1.0,0.0,0.0,40.0,2.0
55.0,6,396878.0,16.0,10.0,3.0,4,1.0,1,0.0,0.0,0.0,25.0,1.0
23.0,4,344278.0,16.0,10.0,1.0,4,5.0,2,1.0,0.0,0.0,25.0,1.0
45.0,4,203653.0,12.0,9.0,3.0,1,1.0,1,0.0,7298.0,0.0,40.0,2.0
42.0,2,227890.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,1485.0,40.0,1.0
29.0,4,107812.0,16.0,10.0,5.0,10,2.0,2,0.0,0.0,0.0,15.0,1.0
48.0,4,185143.0,13.0,14.0,3.0,4,1.0,2,0.0,0.0,0.0,40.0,1.0
36.0,4,143068.0,16.0,10.0,1.0,3,5.0,2,0.0,0.0,0.0,40.0,1.0
52.0,5,114758.0,10.0,13.0,3.0,12,1.0,2,0.0,15024.0,0.0,50.0,2.0
46.0,4,266337.0,9.0,11.0,1.0,3,5.0,2,0.0,0.0,0.0,40.0,1.0
34.0,4,321787.0,16.0,10.0,5.0,1,4.0,2,0.0,0.0,0.0,40.0,1.0
27.0,7,21306.0,8.0,12.0,5.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
18.0,4,271935.0,12.0,9.0,5.0,7,4.0,2,1.0,0.0,0.0,40.0,1.0
18.0,4,148952.0,16.0,10.0,5.0,8,4.0,2,1.0,0.0,0.0,24.0,1.0
42.0,4,196626.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
64.0,?,108082.0,16.0,10.0,3.0, ?,1.0,2,0.0,0.0,0.0,40.0,1.0
36.0,4,199439.0,13.0,14.0,3.0,4,1.0,2,0.0,0.0,0.0,45.0,2.0
20.0,?,304076.0,2.0,7.0,5.0, ?,4.0,1,1.0,0.0,0.0,20.0,1.0
52.0,5,81436.0,15.0,15.0,3.0,12,1.0,2,0.0,0.0,0.0,40.0,2.0
44.0,5,352971.0,10.0,13.0,3.0,4,1.0,2,0.0,0.0,0.0,45.0,2.0
53.0,4,375134.0,16.0,10.0,3.0,12,1.0,2,0.0,0.0,0.0,60.0,2.0
36.0,4,206521.0,10.0,13.0,3.0,12,1.0,2,0.0,0.0,0.0,60.0,2.0
27.0,4,330466.0,10.0,13.0,5.0,13,3.0,4,0.0,0.0,0.0,40.0,1.0
52.0,4,208302.0,12.0,9.0,3.0,7,1.0,2,0.0,0.0,0.0,60.0,1.0
60.0,6,135285.0,13.0,14.0,3.0,10,1.0,2,0.0,0.0,0.0,40.0,1.0
41.0,4,171615.0,8.0,12.0,3.0,13,1.0,2,0.0,0.0,0.0,45.0,2.0
64.0,6,149698.0,15.0,15.0,3.0,10,1.0,2,0.0,0.0,0.0,40.0,2.0
25.0,4,71351.0,4.0,2.0,5.0,8,3.0,2,0.0,0.0,0.0,25.0,1.0
63.0,4,84737.0,6.0,4.0,3.0,8,1.0,4,0.0,0.0,0.0,40.0,1.0
54.0,2,375134.0,9.0,11.0,1.0,3,2.0,2,0.0,0.0,0.0,40.0,1.0
21.0,4,207103.0,12.0,9.0,5.0,6,4.0,2,0.0,0.0,0.0,40.0,1.0
27.0,4,199314.0,10.0,13.0,5.0,1,2.0,2,0.0,0.0,0.0,40.0,1.0
63.0,6,289741.0,13.0,14.0,3.0,5,1.0,2,0.0,41310.0,0.0,50.0,1.0
37.0,4,240837.0,12.0,9.0,1.0,8,2.0,2,1.0,0.0,0.0,30.0,1.0
22.0,4,283499.0,12.0,9.0,5.0,14,2.0,2,0.0,0.0,0.0,35.0,1.0
54.0,4,97778.0,6.0,4.0,3.0,3,1.0,2,0.0,0.0,0.0,40.0,1.0
54.0,4,21698.0,1.0,6.0,1.0,8,5.0,2,1.0,0.0,0.0,40.0,1.0
60.0,2,232618.0,12.0,9.0,3.0,8,1.0,2,0.0,0.0,0.0,40.0,1.0
19.0,4,175820.0,2.0,7.0,5.0,6,4.0,2,0.0,0.0,0.0,25.0,1.0
25.0,2,63996.0,12.0,9.0,1.0,1,2.0,2,1.0,0.0,0.0,40.0,1.0
51.0,2,182985.0,12.0,9.0,3.0,1,6.0,2,1.0,0.0,0.0,40.0,1.0
47.0,1,380127.0,12.0,9.0,5.0,4,2.0,2,1.0,0.0,0.0,40.0,1.0
44.0,6,111483.0,1.0,6.0,5.0,3,4.0,2,0.0,0.0,0.0,50.0,1.0
18.0,?,31008.0,16.0,10.0,5.0, ?,4.0,2,1.0,0.0,0.0,30.0,1.0
57.0,4,96346.0,12.0,9.0,7.0,10,2.0,2,1.0,0.0,0.0,57.0,1.0
22.0,4,317528.0,16.0,10.0,5.0,12,4.0,2,0.0,0.0,0.0,34.0,1.0
36.0,7,223020.0,16.0,10.0,1.0,8,5.0,1,1.0,0.0,0.0,20.0,1.0
33.0,?,173998.0,12.0,9.0,3.0, ?,6.0,2,1.0,0.0,1485.0,38.0,1.0
39.0,4,115076.0,16.0,10.0,3.0,7,1.0,2,0.0,0.0,0.0,40.0,1.0
49.0,4,133969.0,11.0,16.0,3.0,10,1.0, Other,0.0,0.0,0.0,50.0,2.0
41.0,4,173858.0,12.0,9.0,3.0,8,1.0,4,0.0,0.0,0.0,40.0,1.0
